OBJECTID,lang,Titel,lat,lon,type_,pop,Height,Country,Subregion,Scale,dim,psize,style,t,image_,imagejpg,name,page_id,T_wikidata,Titel_aa,Titel_ab,Titel_ace,Titel_af,Titel_ak,Titel_als,Titel_am,Titel_an,Titel_ang,Titel_ar,Titel_arc,Titel_arz,Titel_ast,Titel_av,Titel_ay,Titel_az,Titel_ba,Titel_bar,Titel_bat_smg,Titel_bcl,Titel_be,Titel_be_x_old,Titel_bg,Titel_bh,Titel_bi,Titel_bm,Titel_bn,Titel_bo,Titel_bpy,Titel_br,Titel_bs,Titel_bug,Titel_bxr,Titel_ca,Titel_cbk_zam,Titel_cdo,Titel_ce,Titel_ceb,Titel_ch,Titel_cho,Titel_chr,Titel_chy,Titel_ckb,Titel_co,Titel_cr,Titel_crh,Titel_cs,Titel_csb,Titel_cu,Titel_cv,Titel_cy,Titel_da,Titel_de,Titel_diq,Titel_dsb,Titel_dv,Titel_dz,Titel_ee,Titel_el,Titel_eml,Titel_en,Titel_en_simple,Titel_eo,Titel_es,Titel_et,Titel_eu,Titel_ext,Titel_fa,Titel_ff,Titel_fi,Titel_fiu_vro,Titel_fj,Titel_fo,Titel_fr,Titel_frp,Titel_fur,Titel_fy,Titel_ga,Titel_gan,Titel_gd,Titel_gl,Titel_glk,Titel_gn,Titel_got,Titel_gu,Titel_gv,Titel_ha,Titel_hak,Titel_haw,Titel_he,Titel_hi,Titel_hif,Titel_ho,Titel_hr,Titel_hsb,Titel_ht,Titel_hu,Titel_hy,Titel_hz,Titel_ia,Titel_id,Titel_ie,Titel_ig,Titel_ii,Titel_ik,Titel_ilo,Titel_io,Titel_is,Titel_it,Titel_iu,Titel_ja,Titel_jbo,Titel_jv,Titel_ka,Titel_kaa,Titel_kab,Titel_kg,Titel_ki,Titel_kj,Titel_kk,Titel_kl,Titel_km,Titel_kn,Titel_ko,Titel_kr,Titel_ks,Titel_ksh,Titel_ku,Titel_kv,Titel_kw,Titel_ky,Titel_la,Titel_lad,Titel_lb,Titel_lbe,Titel_lg,Titel_li,Titel_lij,Titel_lmo,Titel_ln,Titel_lo,Titel_lt,Titel_lv,Titel_map_bms,Titel_mdf,Titel_mg,Titel_mh,Titel_mhr,Titel_mi,Titel_mk,Titel_ml,Titel_mn,Titel_mo,Titel_mr,Titel_ms,Titel_mt,Titel_mus,Titel_mwl,Titel_my,Titel_myv,Titel_mzn,Titel_na,Titel_nah,Titel_nap,Titel_nds,Titel_nds_nl,Titel_ne,Titel_new,Titel_ng,Titel_nl,Titel_nn,Titel_no,Titel_nostalgia,Titel_nov,Titel_nrm,Titel_nv,Titel_ny,Titel_oc,Titel_om,Titel_or,Titel_os,Titel_pa,Titel_pag,Titel_pam,Titel_pap,Titel_pcd,Titel_pdc,Titel_pi,Titel_pih,Titel_pl,Titel_pms,Titel_pnb,Titel_pnt,Titel_ps,Titel_pt,Titel_qu,Titel_rm,Titel_rmy,Titel_rn,Titel_ro,Titel_roa_rup,Titel_roa_tara,Titel_ru,Titel_rw,Titel_sa,Titel_sah,Titel_sc,Titel_scn,Titel_sco,Titel_sd,Titel_se,Titel_sg,Titel_sh,Titel_si,Titel_simple,Titel_sk,Titel_sl,Titel_sm,Titel_sn,Titel_so,Titel_sq,Titel_sr,Titel_srn,Titel_ss,Titel_st,Titel_stq,Titel_su,Titel_sv,Titel_sw,Titel_szl,Titel_ta,Titel_te,Titel_tet,Titel_tg,Titel_th,Titel_ti,Titel_tk,Titel_tl,Titel_tlh,Titel_tn,Titel_to,Titel_tokipona,Titel_tpi,Titel_tr,Titel_ts,Titel_tt,Titel_tum,Titel_tw,Titel_ty,Titel_udm,Titel_ug,Titel_uk,Titel_ur,Titel_uz,Titel_ve,Titel_vec,Titel_vi,Titel_vls,Titel_vo,Titel_wa,Titel_war,Titel_wo,Titel_wuu,Titel_xal,Titel_xh,Titel_yi,Titel_yo,Titel_za,Titel_zea,Titel_zh,Titel_zh_classical,Titel_zh_min_nan,Titel_zh_yue,Titel_zu,POINT_X,POINT_Y,article
11,ca,Carihuairazo,-1.406944440000000,-78.750000000000000,mountain,,,EC,,,,"1,243.0000000",mountain,,Chimborazy_y_Carihuairazo_desde_Quisapincha_1.JPG,Chimborazy_y_Carihuairazo_desde_Quisapincha_1.JPG,,44171,Q1036179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carihuairazo,,,,,,,,,,,,,,,,,,,Carihuairazo,,,,,,,,Carihuairazo,,,Carihuairazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karihuairasas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kariwayrasu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Каріуайрасо,,,,,,,,,,,,,,,,,,卡里瓦伊拉索火山,,,,,-78.749999999999943,-1.406944439999961,http://ca.wikipedia.org/w/index.php?curid=44171
12,ca,Cayambe,0.024033330000000,-77.989197219999994,,,,EC,,,,"1,654.0000000",,,Cayambe_from_Pichincha.JPG,Cayambe_from_Pichincha.JPG,,42070,Q754734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cayambe (vulkan),,,Cayambe,,,,,,,,,,,,,,,,,,,Cayambe (Vulkan),,,,,,,,Cayambe (volcano),,,Volcán Cayambe,,,,,,Cayambe,,,,Cayambe,,,,,,,Volcán Cayambe,,,,કાયામ્બે (જ્વાળામુખી),,,,,,कायाम्बे ज्वालामुखी,,,,,,Cayambe,,,,,,,,,,,,Cayambe (vulcano),,カヤンベ山,,,,,,,,,,,,,,,,,,,,,,,Cayambe (Vulkan),,,,,,,,Kajambė,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cayambe (vulkaan),,,,,,,,,,,,,,,,,,,,Cayambe,,,,,Cayambe (vulcão),Kayampi urqu,,,,Cayambe (vulcan),,,,,,,,,,,,,,,,Cayambe (sopka),,,,,,Кајамбе,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Каямбе (вулкан),,,,,,,,,,,,,,,,,,卡揚貝火山,,,,,-77.989197219999937,0.024033330000066,http://ca.wikipedia.org/w/index.php?curid=42070
13,ca,Cerro Negro de Mayasquer,0.827500000000000,-77.964444439999994,mountain,4445,,CO,,,,"1,386.0000000",mountain,,Flag_of_Colombia.svg,,,936899,Q2946776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cerro Negro de Mayasquer,,,,,,,,,,,,,,,,,,,,,,,,,,,Cerro Negro de Mayasquer,,,Cerro Negro de Mayasquer,,,,سرو نگرو د مایاسکر,,,,,,Cerro Negro de Mayasquer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Серро-Негро-де-Маяскер,,,,,,,,,,,,,Cerro Negro de Mayasquer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Серро-Негро-де-Маяскер,,,,,,,,,,,,,,,,,,,,,,,-77.964444439999966,0.827500000000043,http://ca.wikipedia.org/w/index.php?curid=936899
14,ca,Chimborazo,-1.466666670000000,-78.799999999999997,mountain,6310,,EC,,,,"1,743.0000000",mountain,,Commons-logo.svg,Ecuador_Chimborazo_fromnorthwest.JPG,,21783,Q14081,,,,Chimborazo,,,ቺምቦራዞ,,,تشيمبورازو (بركان),,,,,,,,,,,Вулкан Чымбараса,Чымбараса (вулькан),Чимборасо,,,,,,,Chimborazo,Chimborazo,,,Chimborazo,,,,,,,,,,,,,Chimborazo,,,,Chimborazo,,Chimborazo,,,,,,Τσιμποράσο,,Chimborazo,,Ĉimborazo,Volcán Chimborazo,Chimborazo,Chimborazo,,چیمبورازو,,Chimborazo (vuori),,,,Chimborazo (volcan),,,,,,,Monte Chimborazo,,,,,,,,,צ'ימבורסו,चिम्बरोजी,,,Chimborazo,,,Chimborazo,,,,Gunung Chimborazo,,,,,,,,Chimborazo,,チンボラソ,,,ჩიმბორასო,,,,,,,,,,침보라소 산,,,,,,,,,,Chimborazo,,,,,Chimborazo,,,Čimborasas,Čimboraso,,,,,,,Чимборазо,ചിംബോറാസോ അഗ്നിപർവതം,,,,,,,,,,,,,,,,,,,Chimborazo (vulkaan),Chimborazo,Chimborazo,,,,,,Chimborazo,,,Чимборасо,,,,,,,,,Chimborazo,,,,,Chimborazo,Chimpurasu,,,,Chimborazo (vulcan),,,Чимборасо,,,,,,Chimborazo (volcano),,,,Chimborazo,,Mount Chimborazo,Chimborazo (sopka),Čimboraso,,,,Chimborazo,,,,,,,Chimborazo,,,சிம்போரசோ (எரிமலை),,,,ยอดเขาชิมโบราโซ,,,,,,,,,Chimborazo,,,,,,,,Чімборасо,,,,,Chimborazo,,,,,,,,,,,,,钦博拉索山,,,,,-78.799999999999955,-1.466666669999938,http://ca.wikipedia.org/w/index.php?curid=21783
15,ca,Cotacachi,0.308000000000000,-78.364000000000004,,,,EC,,,,971.0000000,,,Cuicocha.JPG,Cuicocha.JPG,,42084,Q1136571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cotacachi,,,,,,,,,,,,,,,,,,,Cotacachi (Vulkan),,,,,,,,Cotacachi Volcano,,Kotakaĉi (vulkano),Volcán Cotacachi,,,,,,,,,,Cotacachi (volcan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kotakačis (ugnikalnis),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kutakachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,科塔卡奇火山,,,,,-78.363999999999976,0.308000000000050,http://ca.wikipedia.org/w/index.php?curid=42084
16,ca,Cotopaxi,-0.666666670000000,-78.433333329999996,mountain,5897,,EC,,,,"1,789.0000000",mountain,,Commons-logo.svg,Cotopaxi_and_ruminahui.jpg,,40874,Q181476,,,,,,,,,,,,,,,,,,,,,Вулкан Катапахі,Катапаксі (вулькан),Котопакси,,,,,,,,Cotopaxi,,,Cotopaxi,,,,,,,,,,,,,Cotopaxi,,,,,Cotopaxi,Cotopaxi,,,,,,Κοτοπάξι,,Cotopaxi,,,Volcán Cotopaxi,Cotopaxi,,,کوتوپاکسی,,Cotopaxi,,,,Cotopaxi,,,,,,,Volcán Cotopaxi,,,,,,,,,קוטופקסי,,,,Cotopaxi,,,Cotopaxi,,,,Gunung Cotopaxi,,,,,,,,Cotopaxi,,コトパクシ山,,Gunung Cotopaxi,კოტოპახი,,,,,,,,,,코토팍시 산,,,,,,,,,,,,,,,,,,Kotopaksis,,,,,,,,Котопакси,,,,,,,,,,,,,,,,,,,,Cotopaxi (vulkaan),Cotopaxi,Cotopaxi,,,,,,Cotopaxi,,,,,,,,,,,,Cotopaxi,,,,,Cotopaxi,Kutupaksi,,,,Cotopaxi,,,Котопахи (вулкан),,,,,,,,,,Cotopaxi,,Cotopaxi,Cotopaxi (sopka),Cotopaxi,,,,,Котопакси,,,,,,Cotopaxi,,,,,,,ภูเขาไฟโกโตปักซี,,,,,,,,,Cotopaxi,,,,,,,,Котопахі,,,,,,,,,,,,,,,,,,科托帕希峰,,,,,-78.433333329999982,-0.666666669999927,http://ca.wikipedia.org/w/index.php?curid=40874
17,ca,Cuenca (Equador),-0.940555560000000,-78.616388889999996,,,,EC,,,,"2,716.0000000",,,Commons-emblem-notice.svg,Cuenca_(Ecuador)_from_Turi.jpg,,79244,Q54886,,,,,,,,,,,,,,,,,,,,,"Горад Куэнка, Эквадор",Куэнка (Эквадор),,,,,,,,,,,,Cuenca (Equador),,,,,,,,,,,,,Cuenca (Ekvádor),,,,,Cuenca (Ecuador),Cuenca (Ecuador),,,,,,,,"Cuenca, Ecuador",,Cuenca (Ekvadoro),Cuenca (Ecuador),,,,,,Cuenca (Ecuador),,,,Cuenca (Équateur),,,,,,,"Cuenca, Ecuador",,,,,,,,,קואנקה (אקוודור),,,,Cuenca (Ekvador),,,Cuenca (Ecuador),Կուենկա (Էկվադոր),,,,,,,,,,,Cuenca (Ecuador),,クエンカ (エクアドル),,,კუენკა (ეკვადორი),,,,,,,,,,쿠엥카 (에콰도르),,,,,,,,,,,,,,,,,,Kuenka (Ekvadoras),,,,,,,"Cuenca, Ekuatoa",,,,,,,,,,,,,Cuenca,"Cuenca, Ecuador",,,,,,,Cuenca (Ecuador),Cuenca,Cuenca (Ecuador),,,,,,,,,Куэнкæ (Эквадор),,,,,,,,,Cuenca (miasto w Ekwadorze),,کوئنکا,,,Cuenca (Azuay),Tumipampa,,,,"Cuenca, Ecuador",,,Куэнка (Эквадор),,,,,,"Cuenca, Ecuador",,,,Cuenca (Ekvador),,"Cuenca, Ecuador",Cuenca (Ekvádor),Cuenca,,,,,,,,,,,Cuenca,,,,,,,เกวงกา (ประเทศเอกวาดอร์),,,,,,,,,,,,,,,,,Куенка (Еквадор),,,,,Cuenca (Ecuador),,Cuenca,,"Cuenca, Azuay",,,,,,,,,昆卡 (厄瓜多尔),,,,,-78.616388889999939,-0.940555559999950,http://ca.wikipedia.org/w/index.php?curid=79244
18,ca,Cumbal,0.954722220000000,-77.886666669999997,mountain,4764,,CO,,,,"1,947.0000000",mountain,,Arbcom_ru_editing.svg,Cumbal.jpg,,936776,Q2019666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cumbal,,,,,,,,,,,,,,,,,,,,,,,,,,,Cumbal Volcano,,,Volcán Cumbal,,,,آتشفشان کومبال,,,,,,Cumbal (volcan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cumbal (vulcano),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cumbal (vulkaan),,,,,,,,,,,Кумбаль,,,,,,,,,Cumbal (wulkan),,,,,,,,,,,,,Кумбаль,,,,,,,,,,,,,Cumbal,,,,,,,,,,,,Cumbal,,,,,,,,,,,,,,,,,,,,,,,,Кумбаль,,,,,,,,,,,,,,,,,,昆巴爾火山,,,,,-77.886666669999954,0.954722220000065,http://ca.wikipedia.org/w/index.php?curid=936776
19,ca,Departament de Loreto,-4.216666670000000,-74.200000000000003,adm1st,,,PE,,,,"3,393.0000000",adm1st,,15loescudo.jpg,15loescudo.jpg,,79045,Q200938,,,,,,,,,,,,,,,Luritu jach'a suyu,,,,,,Рэгіён Ларэта,Лярэта,Лорето (регион),,,,,,,Rannvro Loreto,,,,Departament de Loreto,,,,,,,,,,,,,,,,,,Loreto (region),Loreto (Region),,,,,,,,Loreto Region,,Departemento de Loreto,Departamento de Loreto,Loreto piirkond,Loreto departamendua,,,,Loreton alue,,,,Région de Loreto,,,,,,,,,,,,,,,,,,,,,,,,,,,Region Loreto,,,,,,,,Regione di Loreto,,ロレート県,,,ლორეტო (რეგიონი),,,,,,,,,,,,,,,,,,Regio Laureti,,,,,,,,,,Loreto departamentas,,,,,,,,Лорето (регион),,,,,Wilayah Loreto,,,,,,,,Loreto (tlālxeliuhcāyōtl),,,,,,,Loreto (regio),Loreto-regionen,Loreto (region),,,,,,,,,,,,,,,,,,Region Loreto,,لوریٹو,,,Loreto (região),Luritu suyu,,,,Loreto (regiune),,,Лорето (регион),,,,,,,,,,,,Loreto Region,,,,,,,,,,,,,Loreto (region),,,,,,,แคว้นโลเรโต,,,,,,,,,,,,,,,,,,,,,Rejon de Łoreto,,,,,Loreto (rehiyon),,,,,,,,,洛雷托大区,,,,,-74.199999999999989,-4.216666669999938,http://ca.wikipedia.org/w/index.php?curid=79045
20,ca,Doña Juana,1.470000000000000,-76.920000000000002,mountain,,,CO,,,,"2,705.0000000",mountain,,CV_Dona_Juana.jpg,CV_Dona_Juana.jpg,,940758,Q26546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doña Juana,,,,,,,,,,,,,,,,,,,,,,,,,,,Doña Juana,,,,,,,دونیا خوآنا,,,,,,Doña Juana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doña Juana,,,,,,,,,,,Доньйæ-Хуанæ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doña Juana (sopka),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Донья-Хуана,,,,,,,,,,,,,,,,,,唐娜胡安娜火山,,,,,-76.919999999999959,1.470000000000027,http://ca.wikipedia.org/w/index.php?curid=940758
21,ca,Equador,-0.250000000000000,-78.583333330000002,country,256370,,,,,,"24,531.0000000",country,,A_Lava_tunnel_on_the_Island_of_Santa_Cruz_Galapagos_photo_by_Alvaro_Sevilla_Design.JPG,A_Lava_tunnel_on_the_Island_of_Santa_Cruz_Galapagos_photo_by_Alvaro_Sevilla_Design.JPG,,21774,Q736,,,Èkuador,Ecuador,,Ecuador,ኤኳዶር,Ecuador,Ecuador,الإكوادور,,اكوادور,Ecuador,,Ikwadur,Ekvador,Эквадор,Ecuador,Ekvaduors,Ekwador,Эквадор,Эквадор,Еквадор,,,,ইকুয়েডর,ཨེ་ཁོའོ་ཌོར།,ইকুয়াডর,Ecuador,Ekvador,,Эквадор,Equador,,,Эквадор,Ecuador,,,,,ئێکوادۆر,,,Ekvador,Ekvádor,,,Эквадор,Ecwador,Ecuador,Ecuador,Ekwador,Ekuador,އިކުއެޑޯރު,,Ecuador,Ισημερινός (χώρα),,Ecuador,,Ekvadoro,Ecuador,Ecuador,Ekuador,Equadol,اکوادور,,Ecuador,Ecuador,,Ekvador,Équateur (pays),Èquator (payis),,Ekwador,Eacuadór,,Eacuador,Ecuador,,Ekuator,,ઈક્વેડોર,Ecuador,,,,אקוודור,ईक्वाडोर,Ecuador,,Ekvador,Ekwador,Ekwatè (peyi),Ecuador,Էկվադոր,,Ecuador,Ekuador,Ecuador,,,,Ecuador,Equador,Ekvador,Ecuador,,エクアドル,ekuador,Ekuador,ეკვადორი,,,,Ecuador,,Эквадор,Ecuador,,ಎಕ್ವಡಾರ್,에콰도르,,,,Ekuador,,Pow Ekwadorel,,Aequatoria,Ekvador,Ecuador,,,Ecuador,Ecuadòr,Ecuador,Republíki ya Ekwatéli,,Ekvadoras,Ekvadora,,,Ekoadôra,,Эквадор,Ekuatoa,Еквадор,ഇക്വഡോർ,Эквадор,,इक्वेडोर,Ecuador,Ekwador,,Eiquador,အီကွေဒေါနိုင်ငံ,,اکوادر,Ekwador,Ecuador,,Ecuador,,इक्वेडर,,,Ecuador,Ecuador,Ecuador,,Equador,,Kéyah Nahasdzáán Ałníiʼgi Siʼánígíí,,Eqüator (país),,ଇକ୍ଵାଡୋର,Эквадор,ਏਕੁਆਦੋਰ,Equador,Ecuador,Ecuador,,,,Ekwador,Ekwador,Ecuador,ایکویڈار,,اېکوادور,Equador,Ikwadur,Ecuador,Ekuador,,Ecuador,Ecuador,,Эквадор,Ekwadoro,एक्वाडोर,Экуадор,,Ecuador,Ecuador,,Ecuador,,Ekvador,,Ecuador,Ekvádor,Ekvador,,Ecuador,Ikwadoor,Ekuadori,Еквадор,,,,,Ékuador,Ecuador,Ekuador,Ekwadůr,எக்குவடோர்,ఈక్వడార్,Ekuadór,Экуадор,ประเทศเอกวาดอร์,,,Ecuador,,,,,,Ekvador,,Эквадор,,,,,ئېكۋادور,Еквадор,ایکواڈور,Ekvador,,Ecuador,Ecuador,,Lekvadorän,Ecwateur,Ecuador,Ekwadoor,厄瓜多尔,Эквадормудин Орн,,עקוואדאר,Ẹ̀kùàdọ̀r,,Ecuador,厄瓜多尔,,Ecuador,厄瓜多爾,,-78.583333329999959,-0.249999999999943,http://ca.wikipedia.org/w/index.php?curid=21774
22,ca,Española,-1.366666670000000,-89.683333329999996,isle,,,EC,W,,,"1,243.0000000",isle,,Commons-logo.svg,,,90047,Q1062516,,,,,,,,,,جزيرة إسبانيولا,,,,,,,,,,,,,,,,,,,,,,,,Española,,,,,,,,,,,,,,,,,,,Española,,,,,,,,Española Island,,Española,Isla Española (Galápagos),Española,,,,,Española,,,,Île Española,,,,,,,,,,,,,,,,,एस्पानॉला (गैलापागोस),,,,,,,,,,,,,,,,,,,,エスパニョラ島,,,,,,,,,,,,,에스파뇰라 섬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ilha Española,Española wat'a,,,,,,,Эспаньола (Галапагосские острова),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Еспаньола (Галапагоські острови),,,,,,,,,,,,,,,,,,艾斯潘諾拉島,,,,,-89.683333329999982,-1.366666669999972,http://ca.wikipedia.org/w/index.php?curid=90047
23,ca,Estadi Miguel Grau (Piura),-5.191763000000000,-80.616195000000005,landmark,,,PE,,,,"1,398.0000000",landmark,,Commons-logo.svg,,,891940,Q2835306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estadi Miguel Grau (Piura),,,,,,,,,,,,,,,,,,,,,,,,,,,Estadio Miguel Grau (Piura),,,Estadio Miguel Grau (Piura),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estádio Miguel Grau (Piura),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.616194999999948,-5.191762999999980,http://ca.wikipedia.org/w/index.php?curid=891940
24,ca,Floreana,-1.297500000000000,-90.434166669999996,,,,EC,,,,"1,190.0000000",,,Commons-logo.svg,,,90039,Q1048209,,,,,,,,,,جزيرة فلوريانا,,,,,,,,,,,,,,,,,,,,,,,,Floreana,,,,,,,,,,,,,,,,,,,Floreana,,,,,,,,Floreana Island,,,Isla Floreana,Floreana,,,,,Floreana,,,,Île Floreana,,,,,,,,,,,,,,,,,फ्लोरियाना (गैलापागोस),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,플로레아나 섬,,,,,,,,,,Floreana,,,,,,,,Floreanos sala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Floreana,,,,,,,,,,,,,,,,,,,,,,,Ilha Floreana,Floreana wat'a,,,,Floreana,,,Флореана,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Флореана (Галапагоські острови),,,,,,,,,,,,,,,,,,弗雷里安納島,,,,,-90.434166669999968,-1.297499999999957,http://ca.wikipedia.org/w/index.php?curid=90039
25,ca,Galeras,1.216666670000000,-77.366666670000001,mountain,4276,,CO,,,,"3,559.0000000",mountain,,Commons-logo.svg,Volcán_Galeras_-_Pasto_-_Colombia.jpg,,940926,Q235062,,,,,,,,,,غاليرا,,,,,,,,,,,,,,,,,,,,,,,,Galeras,,,,,,,,,,,,,Galeras,,,,,,Galeras,,,,,,,,Galeras,,,Volcán Galeras,Galerase vulkaan,,,گالراس,,Galeras,,,Galeras,Galeras (volcan),,,,,,,Galeras,,,,,,,,,גלראס,,,,Galeras (vulkan),,,Galeras,,,,Galeras,,,,,,,,Galeras,,ガレラス山,,,გალერასი,,,,,,,,,,갈레라스 화산,,,,,,,,,,,,,,,,,,Galeras,,,,,,,,Галерас,,,,,Galeras,,,,,,,,,,,,,,,Galeras (vulkaan),,Galeras,,,,,,,,,Галерас,,,,,,,,,Galeras,,,,,Galeras,,,,,,,,Галерас,,,,,,,,,,,,,Galeras,,,,,,,,,,,,Galeras,,,,,,,,,,,,,,,,,,,,,,,,Ґалерас,,,,,Galeras,,,,,,,,,,,,,加勒拉斯火山,,,,,-77.366666669999972,1.216666670000052,http://ca.wikipedia.org/w/index.php?curid=940926
26,ca,Golf de Guayaquil,-3.000000000000000,-80.500000000000000,event,,,EC,,,,"1,503.0000000",event,,Golfo_de_Guayaquil_Blue_Marble_2.jpg,Golfo_de_Guayaquil_Blue_Marble_2.jpg,,483815,Q1138929,,,,,,,,,,خليج غواياكويل,,,,,,,,,,,Гуаякільскі заліў,Гуаякільская затока,,,,,,,,,,,,Golf de Guayaquil,,,,,,,,,,,,,,,,,,,Golf von Guayaquil,,,,,,,,Gulf of Guayaquil,,Guajakila Golfo,Golfo de Guayaquil,,,,خلیج گوایاکوئیل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golfo di Guayaquil,,グアヤキル湾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gvajakilio įlanka,,,,,,,,,,,,,Teluk Guayaquil,,,,,,,,,,,,,,,,Guayaquilbukta,,,,,,,,,,,,,,,,,,,Zatoka Guayaquil,,,,,Golfo de Guayaquil,,,,,,,,Гуаякиль (залив),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ґуаякіль (затока),,,,,,,,,,,,,,,,,,瓜亚基尔湾,,,,,-80.499999999999943,-2.999999999999943,http://ca.wikipedia.org/w/index.php?curid=483815
27,ca,Guaranda,-1.605555560000000,-79.003055560000007,city,20000,,EC,B,,,596.0000000,city,,Commons-logo.svg,,,102599,Q264464,,,,,,,,,,,,,,,,,,,,,Горад Гуаранда,,,,,,,,,,,,,Guaranda,,,,,,,,,,,,,,,,,,Guaranda,Guaranda,,,,,,,,Guaranda,,,Guaranda,,,,,,Guaranda,,,,Guaranda,,,,,,,,,,,,,,,,,,,,,,,Guaranda,,,,,,,,,,,,Guaranda (Ecuador),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guaranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guaranda (Ecuador),,,,,,,,,,,,,,,,,,,,Guaranda,,گواراندا,,,,Waranta,,,,Guaranda,,,Гуаранда,,,,,,,,,,,,,Guaranda,,,,,,,,,,,,Guaranda,,,,,,,,,,,,,,,,,,,,,,,,Ґуаранда,,,,,,,,,Guaranda,,,,,,,,,瓜蘭達,,,,,-79.003055559999950,-1.605555559999971,http://ca.wikipedia.org/w/index.php?curid=102599
28,ca,Guayas,-2.195239000000000,-79.870074000000002,event,,,EC,,,,"1,376.0000000",event,,Guayas_from_Santa_Ana.JPG,Guayas_from_Santa_Ana.JPG,,48299,Q1343252,,,,,,,,,,,,,,,,,,,,,Рака Гуаяс,Ґуаяс (рака),,,,,,,,,,,,Guayas,,,,,,,,,,,,,,,,,,,Río Guayas,,,,,,,,Guayas River,,Rivero Guajaso,Río Guayas,,,,,,,,,,Río Guayas (Équateur),,,,,,,Río Guayas,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guayas,,グアヤス川,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guajasas,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guayas (rivier),,,,,,,,,,,,,,,,,,,,,,,,,Rio Guayas,Wayas mayu,,,,,,,Гуаяс (река),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,瓜亞斯河,,,,,-79.870073999999988,-2.195238999999958,http://ca.wikipedia.org/w/index.php?curid=48299
